Student_ID,Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Dropout,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
STU_GUJ_007945,2019,SCH_119,Kutch,Urban,Female,General,11,Low,99.2,7.86,Medium,High,Yes,Illiterate,Yes,Yes,No,No,6,Primary,Yes,0,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000884,2023,SCH_011,Sabarkantha,Rural,Male,OBC,11,Very Low,65.9,23.14,High,High,Yes,Illiterate,Yes,Yes,Yes,No,3,Graduate,Yes,0,1,1,1,67,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010438,2020,SCH_141,Mehsana,Urban,Male,OBC,11,Very Low,54.0,21.96,Medium,Low,Yes,Graduate,Yes,Yes,No,No,4,Secondary,No,1,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002523,2022,SCH_139,Valsad,Tribal,Male,SC,2,Low,45.9,22.15,High,Medium,Yes,Graduate,Yes,Yes,Yes,No,2,Secondary,Yes,0,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_000800,2019,SCH_031,Bhavnagar,Urban,Female,General,1,Very Low,70.4,18.78,Medium,Low,No,Primary,No,Yes,No,Yes,5,Primary,Yes,1,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011846,2020,SCH_053,Bharuch,Rural,Female,OBC,2,Low,83.7,21.32,Low,High,No,Secondary,Yes,No,No,No,5,Secondary,No,0,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008331,2020,SCH_066,Valsad,Urban,Female,ST,9,Very Low,99.8,25.9,Medium,High,Yes,Illiterate,Yes,No,No,No,3,Secondary,No,1,1,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004031,2024,SCH_148,Bhavnagar,Rural,Male,OBC,1,Medium,96.7,21.4,Low,High,Yes,Illiterate,Yes,Yes,No,No,8,Illiterate,No,0,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001594,2020,SCH_154,Amreli,Tribal,Female,ST,5,Very Low,49.8,22.18,Low,Medium,No,Illiterate,Yes,Yes,No,No,6,Secondary,Yes,1,0,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002537,2025,SCH_140,Bharuch,Rural,Male,OBC,2,Medium,94.0,13.81,Medium,Medium,Yes,Primary,Yes,No,No,No,8,Primary,No,0,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002883,2021,SCH_056,Vadodara,Rural,Female,ST,3,Very Low,89.0,5.22,High,High,No,Primary,Yes,No,No,No,4,Primary,No,1,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006497,2020,SCH_052,Jamnagar,Rural,Male,OBC,6,Very Low,79.8,11.78,Low,Medium,Yes,Primary,Yes,Yes,No,No,5,Illiterate,No,1,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006766,2021,SCH_099,Vadodara,Rural,Female,General,6,Medium,52.6,0.79,Medium,Medium,Yes,Graduate,Yes,Yes,Yes,No,6,Illiterate,No,0,0,0,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003602,2019,SCH_100,Bharuch,Urban,Female,OBC,2,Very Low,66.2,26.84,Medium,Low,No,Graduate,Yes,Yes,Yes,No,3,Secondary,Yes,1,0,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004419,2025,SCH_075,Vadodara,Rural,Male,OBC,6,Very Low,64.7,9.19,High,Medium,No,Illiterate,No,Yes,Yes,No,8,Illiterate,No,1,0,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004783,2021,SCH_077,Bhavnagar,Rural,Female,ST,1,Low,63.5,20.71,High,High,Yes,Illiterate,Yes,No,No,No,7,Illiterate,Yes,0,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004221,2021,SCH_106,Surat,Rural,Female,SC,8,Very Low,59.9,9.32,Medium,Medium,No,Secondary,No,No,No,No,5,Illiterate,Yes,1,0,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006552,2020,SCH_137,Navsari,Rural,Female,OBC,9,Low,51.8,6.08,High,Medium,Yes,Graduate,Yes,Yes,No,No,7,Illiterate,No,0,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003679,2020,SCH_173,Ahmedabad,Rural,Female,OBC,2,Very Low,82.7,23.47,Medium,High,No,Illiterate,No,No,Yes,No,8,Primary,No,0,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001161,2023,SCH_095,Valsad,Rural,Female,General,4,Low,45.4,5.13,Medium,Low,Yes,Illiterate,No,No,No,No,7,Primary,No,1,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003885,2021,SCH_058,Sabarkantha,Rural,Female,SC,3,Medium,95.6,18.7,Medium,Medium,No,Illiterate,No,No,No,No,4,Illiterate,No,0,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009625,2025,SCH_176,Mehsana,Rural,Male,General,6,Very Low,75.3,16.75,Medium,Medium,No,Graduate,No,No,No,No,6,Graduate,Yes,0,0,1,0,36,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004481,2024,SCH_050,Vadodara,Rural,Female,ST,4,Low,81.5,22.17,High,Medium,Yes,Primary,Yes,Yes,No,No,2,Illiterate,Yes,0,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010372,2019,SCH_065,Dahod,Urban,Male,OBC,4,Low,42.4,15.38,High,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Secondary,No,0,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008453,2020,SCH_005,Bhavnagar,Rural,Male,OBC,7,Very Low,74.9,14.41,Medium,Low,Yes,Illiterate,No,No,No,No,4,Primary,Yes,0,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007996,2022,SCH_036,Sabarkantha,Urban,Female,SC,5,Medium,56.6,6.15,Medium,Low,No,Secondary,Yes,No,No,No,7,Primary,Yes,1,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000587,2019,SCH_114,Surat,Urban,Female,General,12,Very Low,43.1,4.01,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,No,1,1,0,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001580,2023,SCH_092,Rajkot,Rural,Female,General,5,Very Low,79.1,5.99,Medium,High,No,Secondary,Yes,Yes,No,No,4,Secondary,No,0,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005397,2025,SCH_144,Junagadh,Urban,Female,General,8,Low,78.2,17.05,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,4,Secondary,No,0,0,1,0,13,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006998,2025,SCH_092,Sabarkantha,Tribal,Male,General,2,Low,66.1,15.45,Low,Medium,No,Graduate,No,Yes,No,No,4,Primary,Yes,1,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010668,2020,SCH_037,Morbi,Tribal,Female,ST,10,Very Low,91.7,2.6,Low,High,No,Secondary,Yes,Yes,No,No,2,Graduate,No,1,1,0,0,49,Medium,NO,Economic Pressure,Provide Scholarship,Monitor
STU_GUJ_011049,2020,SCH_020,Banaskantha,Rural,Female,General,7,Low,71.3,6.71,Low,Low,Yes,Secondary,Yes,Yes,No,No,8,Primary,No,0,0,1,0,45,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_002958,2020,SCH_057,Anand,Rural,Female,General,6,High,67.2,7.77,Medium,High,No,Illiterate,Yes,Yes,No,No,6,Primary,No,0,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007517,2020,SCH_140,Navsari,Rural,Male,General,7,High,53.2,26.89,Low,Medium,Yes,Graduate,No,Yes,No,No,4,Graduate,Yes,0,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008683,2024,SCH_173,Kutch,Tribal,Male,ST,5,Low,66.2,24.26,Low,Medium,Yes,Secondary,Yes,No,Yes,No,2,Secondary,No,0,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002586,2025,SCH_139,Junagadh,Urban,Female,General,10,Medium,80.7,5.38,High,High,Yes,Illiterate,Yes,No,No,No,3,Secondary,No,0,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001148,2019,SCH_180,Gandhinagar,Rural,Male,ST,10,Medium,50.0,27.17,Medium,Medium,No,Secondary,Yes,No,No,No,4,Primary,Yes,0,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008716,2020,SCH_164,Kutch,Urban,Female,SC,7,Medium,94.5,1.99,High,High,Yes,Secondary,Yes,No,Yes,No,4,Illiterate,No,0,0,0,0,26,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_009620,2020,SCH_136,Bhavnagar,Urban,Male,General,1,Medium,98.4,3.34,Medium,High,No,Primary,Yes,Yes,No,No,6,Secondary,Yes,0,0,0,0,24,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_009503,2025,SCH_087,Jamnagar,Tribal,Female,SC,5,Medium,96.6,18.16,Medium,Medium,Yes,Primary,No,Yes,No,No,2,Primary,No,0,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004563,2025,SCH_164,Banaskantha,Rural,Male,General,1,Medium,85.7,16.87,Low,High,Yes,Graduate,Yes,No,No,No,7,Illiterate,Yes,1,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011489,2022,SCH_166,Junagadh,Urban,Female,OBC,5,Medium,88.4,15.78,Medium,Medium,No,Primary,No,Yes,No,No,2,Illiterate,Yes,0,0,1,0,13,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005020,2023,SCH_127,Amreli,Rural,Male,SC,6,Low,68.5,5.73,Medium,Medium,Yes,Graduate,Yes,Yes,No,No,5,Primary,Yes,0,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_011109,2019,SCH_044,Dahod,Tribal,Female,OBC,9,Low,52.8,23.15,Low,High,Yes,Primary,Yes,No,No,No,3,Secondary,Yes,1,1,1,1,55,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002535,2023,SCH_001,Ahmedabad,Tribal,Male,OBC,12,High,62.0,10.03,Low,Medium,No,Primary,Yes,No,No,No,2,Primary,Yes,0,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009303,2022,SCH_039,Kutch,Tribal,Female,General,9,Medium,82.3,1.45,Medium,High,Yes,Primary,Yes,No,No,No,5,Illiterate,Yes,0,1,0,0,32,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_008349,2024,SCH_168,Rajkot,Tribal,Female,General,1,Low,82.3,0.33,Low,Low,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,Yes,0,0,0,0,26,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_003266,2024,SCH_020,Mehsana,Tribal,Male,OBC,6,Low,89.3,6.86,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,2,Primary,No,1,0,1,0,16,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008986,2023,SCH_005,Morbi,Tribal,Female,SC,5,Medium,76.6,11.72,Medium,Medium,No,Primary,Yes,No,Yes,Yes,6,Primary,No,0,0,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_005107,2023,SCH_026,Navsari,Rural,Female,OBC,12,High,94.9,9.93,Medium,Medium,Yes,Secondary,No,Yes,No,No,8,Primary,No,0,1,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009728,2023,SCH_087,Anand,Tribal,Female,General,3,Medium,46.5,2.22,High,High,Yes,Primary,Yes,Yes,No,No,3,Primary,Yes,0,0,0,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007872,2022,SCH_153,Banaskantha,Tribal,Female,OBC,8,Medium,83.5,2.59,Medium,Medium,Yes,Secondary,Yes,Yes,Yes,No,2,Secondary,Yes,0,0,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_002677,2025,SCH_175,Ahmedabad,Tribal,Female,OBC,5,Low,52.0,12.45,Low,Low,No,Illiterate,Yes,Yes,No,No,8,Illiterate,Yes,0,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011181,2019,SCH_121,Patan,Urban,Male,SC,9,Medium,50.9,21.42,Medium,Medium,No,Graduate,Yes,Yes,No,No,8,Illiterate,No,1,1,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010265,2023,SCH_050,Kutch,Urban,Female,OBC,12,Low,64.1,6.28,Low,High,Yes,Graduate,Yes,No,No,No,7,Secondary,No,0,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011393,2025,SCH_034,Jamnagar,Rural,Female,OBC,10,Medium,91.6,12.94,High,High,Yes,Illiterate,No,No,No,No,2,Illiterate,No,0,1,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010472,2022,SCH_083,Jamnagar,Rural,Female,ST,10,Medium,77.1,26.4,Medium,Medium,No,Illiterate,Yes,Yes,No,Yes,8,Graduate,Yes,1,1,1,0,52,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_000104,2019,SCH_149,Amreli,Tribal,Female,OBC,7,Very Low,63.8,2.08,High,Medium,Yes,Illiterate,No,Yes,No,No,5,Secondary,Yes,0,0,0,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_011211,2025,SCH_077,Mehsana,Tribal,Female,SC,2,High,68.0,3.87,Medium,High,Yes,Illiterate,Yes,Yes,No,No,7,Primary,No,1,0,0,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009239,2022,SCH_028,Anand,Urban,Male,OBC,2,Low,57.2,2.19,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,4,Secondary,No,1,0,0,1,25,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009529,2021,SCH_075,Surat,Rural,Male,General,2,Very Low,65.3,26.43,Low,High,Yes,Graduate,Yes,Yes,No,No,5,Graduate,No,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005419,2024,SCH_024,Dahod,Tribal,Male,OBC,11,High,99.9,21.03,High,Medium,Yes,Illiterate,Yes,No,Yes,No,8,Primary,No,0,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_003232,2025,SCH_017,Bhavnagar,Tribal,Female,General,6,Very Low,96.7,11.88,Medium,Medium,Yes,Illiterate,No,No,No,No,4,Graduate,Yes,0,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005710,2021,SCH_146,Anand,Rural,Female,OBC,7,Low,98.5,6.1,Medium,Low,No,Primary,Yes,No,No,No,5,Primary,No,1,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005269,2022,SCH_087,Vadodara,Urban,Female,ST,2,Low,97.2,26.65,Medium,Medium,Yes,Primary,Yes,Yes,No,No,7,Illiterate,No,0,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010992,2024,SCH_157,Mehsana,Tribal,Male,General,11,Low,58.0,4.86,Low,Low,Yes,Secondary,Yes,Yes,Yes,Yes,7,Primary,Yes,1,1,0,1,63,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006046,2023,SCH_114,Kutch,Tribal,Male,OBC,4,High,72.2,12.15,Low,Medium,Yes,Secondary,Yes,Yes,No,No,5,Primary,No,1,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003353,2022,SCH_069,Kutch,Tribal,Female,OBC,7,Low,52.1,1.79,Low,Medium,No,Primary,No,No,No,No,3,Illiterate,No,0,0,0,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009996,2021,SCH_157,Jamnagar,Rural,Male,General,4,Very Low,40.7,4.59,Low,Medium,Yes,Secondary,Yes,Yes,No,No,4,Secondary,No,0,0,0,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006307,2022,SCH_064,Ahmedabad,Rural,Male,ST,7,Low,50.9,16.45,Medium,Low,Yes,Secondary,No,Yes,Yes,No,6,Primary,Yes,0,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008224,2024,SCH_095,Mehsana,Rural,Male,SC,6,Low,44.8,19.01,Medium,High,No,Illiterate,Yes,Yes,No,Yes,5,Illiterate,Yes,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008512,2025,SCH_015,Rajkot,Tribal,Female,OBC,3,Very Low,79.4,22.92,High,Low,Yes,Illiterate,Yes,No,No,No,3,Primary,No,0,0,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000292,2022,SCH_063,Bharuch,Tribal,Female,OBC,9,High,67.6,8.83,Low,High,No,Secondary,No,Yes,No,No,7,Primary,No,1,1,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008164,2021,SCH_145,Sabarkantha,Tribal,Female,General,7,Low,51.2,15.76,Medium,Medium,Yes,Illiterate,No,No,No,No,3,Primary,No,1,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009241,2022,SCH_002,Banaskantha,Urban,Female,General,6,Low,41.2,19.48,Low,Low,Yes,Primary,Yes,Yes,No,No,3,Illiterate,Yes,0,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010649,2021,SCH_054,Junagadh,Rural,Male,ST,12,High,46.3,9.5,Medium,Medium,No,Primary,No,Yes,No,Yes,7,Primary,No,0,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005147,2024,SCH_167,Ahmedabad,Urban,Female,General,1,Low,99.4,4.79,Low,High,Yes,Secondary,Yes,Yes,No,No,7,Illiterate,No,0,0,0,0,16,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_002610,2019,SCH_076,Morbi,Tribal,Male,ST,3,Low,97.5,13.11,Low,High,Yes,Primary,Yes,No,No,No,2,Primary,No,0,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003725,2019,SCH_009,Dahod,Tribal,Male,SC,9,Low,66.4,1.27,High,Low,Yes,Primary,No,No,No,No,2,Illiterate,Yes,1,1,0,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008277,2019,SCH_034,Rajkot,Rural,Male,General,10,Low,74.6,24.11,Low,High,Yes,Primary,No,No,No,No,8,Primary,No,0,1,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007676,2021,SCH_103,Rajkot,Urban,Male,General,6,Low,63.0,23.11,Medium,Low,No,Illiterate,Yes,Yes,No,Yes,7,Secondary,Yes,0,0,1,1,25,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008450,2025,SCH_037,Bhavnagar,Tribal,Male,SC,8,Low,56.7,15.27,Medium,Medium,Yes,Illiterate,Yes,No,No,No,2,Secondary,No,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003791,2021,SCH_084,Banaskantha,Rural,Male,ST,7,Medium,87.0,22.74,Medium,High,Yes,Primary,Yes,Yes,No,No,5,Secondary,No,0,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003648,2024,SCH_135,Bharuch,Tribal,Female,SC,9,Low,42.5,4.66,Low,High,Yes,Graduate,Yes,Yes,No,No,2,Illiterate,Yes,0,1,0,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005770,2021,SCH_075,Mehsana,Rural,Male,General,4,Very Low,66.6,5.22,Low,Medium,Yes,Illiterate,No,Yes,No,No,5,Illiterate,No,0,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003746,2022,SCH_152,Bharuch,Rural,Female,OBC,4,Very Low,46.0,21.81,Medium,High,Yes,Illiterate,No,Yes,No,No,7,Secondary,Yes,0,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002240,2022,SCH_001,Gandhinagar,Urban,Female,General,10,Very Low,91.8,3.99,Medium,Low,Yes,Secondary,Yes,No,No,No,8,Illiterate,No,0,1,0,0,37,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
STU_GUJ_002517,2025,SCH_035,Valsad,Rural,Male,SC,11,Low,63.5,27.29,Low,Medium,No,Graduate,Yes,No,No,Yes,4,Primary,No,0,1,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006897,2024,SCH_097,Ahmedabad,Rural,Female,OBC,6,Very Low,59.0,13.62,Medium,Medium,No,Primary,Yes,Yes,Yes,No,4,Graduate,No,0,0,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011910,2019,SCH_098,Patan,Tribal,Female,OBC,1,Low,49.8,9.15,Medium,Medium,No,Primary,Yes,Yes,No,No,2,Illiterate,No,1,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009765,2020,SCH_061,Gandhinagar,Rural,Male,OBC,2,Medium,57.1,20.97,Low,High,Yes,Primary,Yes,Yes,Yes,No,2,Primary,No,1,0,1,1,55,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006955,2021,SCH_080,Sabarkantha,Rural,Male,General,2,Medium,47.6,10.91,Low,High,Yes,Primary,Yes,Yes,No,No,5,Secondary,No,1,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001714,2021,SCH_180,Rajkot,Urban,Female,OBC,2,Medium,73.1,5.32,Medium,Low,No,Illiterate,No,No,No,No,5,Illiterate,No,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004707,2023,SCH_035,Junagadh,Tribal,Male,OBC,4,Very Low,75.4,27.25,Low,High,Yes,Primary,Yes,Yes,No,No,8,Secondary,No,1,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000579,2022,SCH_131,Sabarkantha,Rural,Male,SC,1,Medium,61.7,21.1,High,Low,Yes,Illiterate,Yes,Yes,No,No,3,Graduate,Yes,1,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010186,2022,SCH_069,Patan,Rural,Female,General,5,High,94.1,25.87,High,Medium,No,Secondary,Yes,No,No,No,6,Illiterate,No,0,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001512,2025,SCH_088,Anand,Rural,Female,OBC,8,Very Low,45.1,17.43,High,Low,No,Illiterate,Yes,Yes,No,No,3,Illiterate,No,0,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006138,2024,SCH_065,Gandhinagar,Urban,Male,OBC,4,Low,53.3,3.59,Medium,High,No,Graduate,Yes,Yes,No,No,7,Illiterate,Yes,0,0,0,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_011407,2025,SCH_162,Dahod,Urban,Male,OBC,4,High,48.9,18.94,Low,High,No,Secondary,Yes,Yes,No,No,8,Secondary,No,1,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006160,2025,SCH_055,Banaskantha,Urban,Female,OBC,7,Low,97.8,10.59,Low,Medium,No,Secondary,Yes,Yes,No,No,2,Secondary,Yes,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002233,2024,SCH_123,Vadodara,Rural,Male,General,7,Medium,91.0,0.51,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,7,Illiterate,Yes,0,0,0,0,20,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_005652,2025,SCH_025,Ahmedabad,Rural,Female,General,3,High,47.7,12.35,Medium,Medium,Yes,Primary,Yes,No,No,No,3,Graduate,Yes,0,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009532,2025,SCH_007,Gandhinagar,Urban,Male,SC,7,Medium,66.9,3.51,High,High,No,Secondary,Yes,Yes,No,No,5,Illiterate,No,1,0,0,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003752,2024,SCH_111,Surat,Tribal,Male,OBC,9,High,88.5,9.89,Low,Medium,No,Primary,No,No,No,No,2,Primary,No,0,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009822,2023,SCH_027,Kutch,Rural,Male,OBC,5,Very Low,66.5,26.47,Medium,Low,Yes,Primary,Yes,Yes,No,No,2,Primary,No,1,0,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010684,2019,SCH_040,Bhavnagar,Tribal,Female,ST,9,High,47.9,24.36,Medium,Medium,Yes,Secondary,Yes,No,No,Yes,7,Illiterate,Yes,1,1,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004455,2024,SCH_024,Surat,Urban,Male,OBC,6,Very Low,74.8,13.43,Low,Low,No,Graduate,Yes,No,No,No,4,Primary,Yes,0,0,1,0,36,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006419,2025,SCH_050,Navsari,Tribal,Male,General,12,Low,73.0,6.33,Low,Medium,No,Primary,Yes,No,No,No,5,Illiterate,No,0,1,1,0,46,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_001769,2024,SCH_065,Rajkot,Tribal,Female,OBC,2,Low,79.0,9.77,Medium,Medium,Yes,Primary,Yes,No,No,No,3,Illiterate,Yes,0,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004863,2020,SCH_101,Jamnagar,Rural,Male,ST,9,High,48.1,3.79,High,Medium,No,Secondary,Yes,Yes,No,No,3,Primary,No,0,1,0,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000622,2021,SCH_175,Rajkot,Urban,Male,OBC,8,High,49.5,16.46,Medium,Medium,No,Primary,Yes,Yes,Yes,No,5,Illiterate,Yes,1,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
