Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
2021,SCH_100,Anand,Tribal,Female,SC,11,Low,79.9,9.62,Medium,Medium,No,Primary,Yes,Yes,No,No,7,Illiterate,No,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_107,Jamnagar,Rural,Female,General,2,Low,81.0,15.18,Medium,Medium,No,Graduate,No,No,Yes,No,6,Secondary,No,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_083,Vadodara,Urban,Female,SC,10,High,87.3,8.35,Low,High,Yes,Graduate,No,Yes,No,No,7,Illiterate,No,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_079,Bharuch,Urban,Male,OBC,12,Very Low,75.5,15.88,Low,Medium,Yes,Illiterate,No,Yes,Yes,No,3,Primary,No,1,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_096,Patan,Urban,Male,General,3,Low,42.2,3.46,Medium,Medium,Yes,Secondary,Yes,No,No,No,4,Illiterate,No,0,0,1,17,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_045,Kutch,Urban,Female,SC,1,Very Low,67.2,2.95,Medium,Low,No,Secondary,Yes,Yes,Yes,No,6,Illiterate,Yes,0,0,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_104,Rajkot,Rural,Male,SC,8,Very Low,69.6,27.16,Low,Low,Yes,Graduate,No,Yes,No,No,4,Graduate,No,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_130,Jamnagar,Tribal,Male,SC,9,Low,63.8,4.3,Low,Medium,Yes,Secondary,No,Yes,No,No,3,Secondary,No,1,0,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_014,Amreli,Rural,Female,OBC,3,Low,76.0,12.66,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,2,Primary,Yes,0,1,0,12,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_016,Morbi,Urban,Male,ST,1,Very Low,52.6,20.39,Medium,High,Yes,Graduate,No,Yes,Yes,No,4,Illiterate,No,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_061,Bhavnagar,Rural,Female,OBC,12,Low,61.8,18.08,Medium,Low,Yes,Graduate,Yes,Yes,No,No,4,Secondary,No,1,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_105,Morbi,Rural,Female,SC,9,Low,54.6,19.73,Medium,High,No,Primary,Yes,No,Yes,No,8,Illiterate,No,1,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_133,Ahmedabad,Tribal,Male,OBC,8,Low,43.2,21.68,Low,Medium,No,Illiterate,Yes,Yes,No,No,6,Secondary,No,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_061,Navsari,Urban,Male,General,4,Very Low,90.7,17.65,Low,Medium,Yes,Secondary,Yes,No,No,Yes,4,Illiterate,Yes,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_068,Valsad,Rural,Male,SC,2,Low,60.9,8.14,Medium,Low,Yes,Primary,Yes,No,No,No,3,Primary,No,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_173,Mehsana,Rural,Male,ST,8,Low,43.6,12.7,High,Medium,Yes,Primary,Yes,No,Yes,No,2,Primary,No,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_053,Patan,Rural,Female,OBC,5,Low,48.6,6.55,Low,Low,Yes,Primary,No,No,No,No,6,Secondary,Yes,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_021,Bharuch,Rural,Male,OBC,11,Low,56.4,11.95,Low,Low,Yes,Secondary,No,Yes,No,No,6,Primary,Yes,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_036,Dahod,Urban,Female,SC,10,Medium,87.1,9.7,High,Medium,Yes,Secondary,No,Yes,No,Yes,4,Secondary,Yes,1,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_115,Navsari,Urban,Female,OBC,7,High,52.6,19.43,Low,Medium,Yes,Illiterate,No,Yes,No,No,5,Secondary,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_069,Valsad,Urban,Male,ST,9,Medium,61.1,3.78,Low,Medium,Yes,Secondary,Yes,No,No,No,5,Primary,No,1,0,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_180,Amreli,Urban,Male,ST,8,High,43.8,19.83,High,Medium,Yes,Illiterate,Yes,No,No,No,3,Secondary,Yes,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_007,Navsari,Tribal,Female,SC,12,Low,71.4,9.16,Medium,Low,Yes,Primary,Yes,No,No,No,4,Primary,No,1,1,0,51,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_017,Dahod,Urban,Female,ST,11,Low,60.8,17.52,Medium,Low,No,Primary,No,No,No,No,8,Primary,Yes,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_096,Anand,Urban,Female,SC,12,Medium,55.1,9.16,Medium,High,Yes,Primary,Yes,Yes,No,No,2,Secondary,No,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_102,Rajkot,Urban,Male,SC,8,Very Low,98.7,25.97,High,Medium,No,Primary,Yes,No,Yes,No,2,Illiterate,No,0,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
2021,SCH_144,Patan,Urban,Male,General,4,Low,87.4,15.72,Medium,Low,Yes,Secondary,No,Yes,No,Yes,8,Primary,No,0,1,0,11,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_002,Mehsana,Rural,Female,OBC,3,Low,52.5,9.84,High,Medium,No,Secondary,Yes,No,No,No,3,Primary,No,0,1,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_026,Bhavnagar,Rural,Female,OBC,4,Very Low,47.9,23.08,Medium,Low,Yes,Primary,Yes,No,No,No,5,Illiterate,No,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_007,Surat,Rural,Female,SC,2,High,91.4,0.83,Low,Low,No,Primary,Yes,No,No,No,5,Secondary,No,0,0,0,20,Low,NO,Social Factor,Community Engagement,Low Priority
2019,SCH_054,Dahod,Tribal,Male,ST,11,Medium,67.3,1.43,Medium,Medium,Yes,Secondary,No,Yes,No,No,8,Illiterate,No,1,0,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_006,Jamnagar,Rural,Female,OBC,11,Very Low,61.8,20.2,Medium,High,Yes,Illiterate,No,No,Yes,No,6,Graduate,No,1,1,1,72,High,YES,Academic Disengagement,Counselling Support,Immediate
2025,SCH_039,Mehsana,Urban,Male,General,2,Very Low,79.4,3.72,Low,High,No,Primary,Yes,Yes,Yes,No,2,Graduate,Yes,0,0,0,34,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2023,SCH_121,Rajkot,Tribal,Male,ST,11,Medium,66.9,23.61,High,Medium,Yes,Secondary,Yes,Yes,No,No,2,Illiterate,No,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_020,Kutch,Urban,Male,General,2,Low,66.1,15.31,Low,Medium,Yes,Graduate,Yes,No,No,No,7,Primary,No,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_166,Gandhinagar,Urban,Male,OBC,8,Low,55.4,0.6,Medium,Medium,Yes,Illiterate,No,Yes,No,Yes,2,Illiterate,Yes,0,0,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_022,Bhavnagar,Tribal,Male,General,2,Low,69.8,23.91,Medium,High,Yes,Primary,No,Yes,No,No,5,Primary,Yes,0,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_163,Banaskantha,Rural,Male,OBC,5,High,79.0,9.45,High,Medium,Yes,Illiterate,Yes,Yes,No,No,2,Primary,No,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_039,Kutch,Urban,Female,OBC,12,Low,47.7,2.86,Low,Low,Yes,Illiterate,Yes,Yes,No,No,8,Graduate,Yes,1,0,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_089,Bharuch,Rural,Female,ST,8,High,50.1,1.48,Medium,High,No,Secondary,Yes,No,No,No,3,Primary,Yes,0,0,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_176,Kutch,Rural,Female,OBC,12,Very Low,89.9,25.83,High,Medium,No,Graduate,Yes,Yes,Yes,No,7,Secondary,No,1,1,0,55,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_091,Gandhinagar,Urban,Male,SC,8,Very Low,44.8,22.35,High,Medium,No,Illiterate,Yes,Yes,No,No,7,Secondary,Yes,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_153,Amreli,Urban,Male,ST,7,Medium,41.9,5.63,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,8,Secondary,No,0,1,1,19,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_108,Bhavnagar,Tribal,Female,SC,8,Low,57.1,14.27,Medium,Medium,Yes,Graduate,Yes,Yes,Yes,No,3,Secondary,No,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_137,Junagadh,Tribal,Female,General,5,Very Low,78.5,14.28,Medium,Low,Yes,Primary,No,No,No,Yes,3,Graduate,Yes,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_177,Junagadh,Urban,Female,SC,6,Low,43.4,24.56,Medium,Medium,No,Illiterate,No,Yes,No,Yes,2,Primary,No,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_117,Rajkot,Urban,Male,SC,2,Low,54.3,24.5,Low,High,Yes,Primary,No,Yes,Yes,No,4,Illiterate,Yes,0,1,1,25,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_074,Patan,Tribal,Female,ST,5,Low,44.4,25.17,High,High,Yes,Secondary,Yes,Yes,No,No,5,Secondary,No,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_147,Anand,Urban,Male,ST,1,Low,64.6,2.48,Medium,Medium,No,Illiterate,Yes,No,No,No,6,Illiterate,Yes,0,0,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_017,Bharuch,Rural,Male,SC,1,Low,60.6,23.35,Medium,Medium,Yes,Illiterate,Yes,No,No,No,5,Secondary,No,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_024,Gandhinagar,Rural,Female,ST,10,Low,46.6,8.22,Medium,High,Yes,Graduate,No,Yes,No,No,8,Illiterate,Yes,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_094,Anand,Rural,Male,SC,11,High,42.5,14.35,Low,Medium,Yes,Secondary,Yes,Yes,No,No,8,Illiterate,No,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_102,Amreli,Rural,Female,General,3,Medium,97.5,0.99,Low,Low,No,Secondary,No,Yes,No,No,8,Secondary,No,0,0,0,35,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_074,Amreli,Urban,Female,SC,2,Low,63.2,8.02,Low,Medium,Yes,Primary,No,Yes,No,No,3,Graduate,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_040,Bharuch,Urban,Male,OBC,10,Very Low,83.8,17.62,Medium,Low,No,Primary,Yes,No,No,No,2,Primary,Yes,1,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_010,Surat,Rural,Male,OBC,12,Low,65.1,25.35,Medium,Low,Yes,Graduate,Yes,Yes,No,No,6,Primary,Yes,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_068,Jamnagar,Rural,Female,General,4,Medium,46.5,22.52,Low,Medium,Yes,Primary,No,Yes,No,No,5,Primary,No,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_120,Navsari,Urban,Male,ST,11,Very Low,40.7,18.8,Low,Low,No,Primary,Yes,No,No,No,4,Illiterate,No,1,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_016,Morbi,Urban,Female,OBC,8,Low,41.8,5.86,High,Low,No,Primary,No,No,No,No,8,Secondary,Yes,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_172,Ahmedabad,Urban,Male,SC,3,Low,91.0,14.35,Medium,Medium,No,Illiterate,No,Yes,No,No,8,Primary,Yes,0,1,0,13,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_140,Bharuch,Rural,Male,SC,6,Low,40.2,21.4,Medium,High,No,Primary,Yes,No,No,No,8,Primary,Yes,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_106,Mehsana,Rural,Female,General,9,Very Low,98.4,5.05,Low,High,No,Illiterate,Yes,Yes,Yes,No,4,Primary,Yes,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_089,Rajkot,Rural,Female,ST,6,Medium,79.0,19.17,Medium,High,Yes,Secondary,Yes,Yes,Yes,No,6,Illiterate,No,0,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_084,Amreli,Rural,Female,OBC,12,High,61.0,2.0,Low,Low,No,Primary,No,Yes,No,Yes,2,Illiterate,No,1,0,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_050,Surat,Rural,Male,ST,12,Medium,90.3,16.03,Medium,Medium,Yes,Illiterate,Yes,No,No,No,5,Secondary,No,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_134,Ahmedabad,Rural,Male,General,9,Medium,78.7,15.0,Medium,High,Yes,Primary,Yes,Yes,No,No,4,Illiterate,No,1,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_159,Junagadh,Rural,Female,ST,9,Very Low,61.0,7.18,High,Medium,Yes,Primary,Yes,Yes,No,No,4,Graduate,No,1,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_164,Rajkot,Tribal,Male,General,2,Low,81.6,21.79,Medium,Medium,Yes,Illiterate,Yes,No,No,No,8,Graduate,Yes,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_111,Vadodara,Urban,Female,OBC,7,Low,89.7,17.84,Low,Low,Yes,Graduate,Yes,No,No,No,8,Primary,Yes,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_102,Morbi,Rural,Female,OBC,2,Low,46.0,18.88,Medium,High,Yes,Secondary,Yes,No,No,No,6,Secondary,No,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_034,Anand,Urban,Male,OBC,11,Medium,47.7,9.45,High,High,No,Illiterate,Yes,No,No,No,2,Secondary,Yes,1,1,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_075,Vadodara,Urban,Female,SC,9,Medium,61.4,24.65,Low,Medium,No,Illiterate,Yes,Yes,No,No,5,Illiterate,Yes,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_071,Morbi,Rural,Female,OBC,7,Low,75.2,13.35,Low,High,No,Illiterate,Yes,No,Yes,No,3,Secondary,Yes,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_015,Anand,Urban,Female,ST,9,Very Low,57.2,19.96,Medium,Medium,No,Illiterate,No,Yes,No,No,3,Primary,No,1,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_020,Surat,Urban,Female,SC,4,Low,54.4,19.45,Low,Medium,No,Graduate,Yes,No,No,No,5,Secondary,No,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_099,Mehsana,Rural,Female,General,8,Very Low,42.6,9.48,High,Medium,No,Primary,No,No,No,No,5,Secondary,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_083,Jamnagar,Rural,Female,OBC,8,Medium,49.3,27.08,Medium,Low,Yes,Graduate,Yes,Yes,No,No,5,Primary,Yes,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_114,Jamnagar,Tribal,Female,General,10,Very Low,67.6,11.45,High,Medium,No,Secondary,No,Yes,Yes,No,4,Secondary,No,1,1,1,71,High,YES,Academic Disengagement,Counselling Support,Immediate
2024,SCH_151,Morbi,Rural,Male,ST,7,Medium,99.9,12.04,Medium,High,Yes,Graduate,No,Yes,Yes,No,2,Secondary,No,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_082,Junagadh,Rural,Male,OBC,10,High,58.2,25.83,Low,Low,Yes,Illiterate,No,Yes,No,No,4,Primary,Yes,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_168,Amreli,Rural,Male,OBC,9,Low,53.9,24.78,High,High,Yes,Primary,Yes,Yes,No,No,2,Secondary,Yes,1,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_177,Morbi,Rural,Male,SC,12,High,42.8,3.03,Medium,Low,No,Graduate,Yes,Yes,No,No,2,Primary,No,1,0,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_142,Banaskantha,Rural,Male,OBC,7,Very Low,91.1,2.44,High,Low,No,Illiterate,Yes,Yes,No,No,6,Secondary,Yes,0,0,0,32,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2025,SCH_112,Jamnagar,Rural,Female,SC,4,Medium,57.5,22.36,Low,Medium,Yes,Secondary,No,No,No,No,3,Secondary,No,0,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_167,Mehsana,Rural,Male,OBC,2,Low,72.2,3.99,High,Low,No,Illiterate,Yes,No,Yes,No,7,Illiterate,No,0,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
2023,SCH_038,Ahmedabad,Tribal,Female,OBC,5,Medium,80.8,13.48,Medium,Medium,No,Illiterate,Yes,Yes,Yes,No,7,Illiterate,Yes,0,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_140,Kutch,Urban,Female,General,5,Very Low,81.7,17.9,High,Low,Yes,Secondary,No,No,No,No,8,Illiterate,No,0,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_054,Morbi,Urban,Female,OBC,11,Medium,76.4,20.3,Low,Medium,No,Secondary,Yes,Yes,No,No,8,Secondary,No,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_047,Bharuch,Rural,Female,OBC,4,High,72.7,12.53,Low,Medium,Yes,Secondary,Yes,Yes,No,No,2,Primary,Yes,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_142,Bharuch,Rural,Female,General,11,Very Low,75.3,11.59,Medium,Medium,No,Illiterate,Yes,Yes,No,No,6,Illiterate,No,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
2021,SCH_068,Jamnagar,Urban,Male,SC,3,Very Low,78.0,2.23,Medium,Low,No,Secondary,Yes,Yes,No,No,6,Illiterate,No,0,0,0,25,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2023,SCH_013,Patan,Rural,Female,OBC,7,Low,58.9,19.23,Medium,Medium,Yes,Primary,Yes,Yes,No,No,8,Illiterate,No,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_151,Vadodara,Rural,Male,OBC,3,Low,80.5,2.34,Medium,High,Yes,Secondary,Yes,No,No,No,3,Secondary,Yes,0,0,0,8,Low,NO,Social Factor,Community Engagement,Low Priority
2021,SCH_142,Ahmedabad,Urban,Male,OBC,6,Very Low,56.9,14.89,High,Medium,Yes,Graduate,Yes,No,No,No,3,Graduate,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_061,Ahmedabad,Tribal,Male,OBC,2,Very Low,83.2,15.45,High,Low,Yes,Illiterate,No,No,No,No,7,Illiterate,Yes,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_116,Vadodara,Rural,Female,SC,3,Medium,94.1,22.54,Low,Medium,No,Illiterate,No,Yes,No,No,4,Primary,Yes,0,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_177,Mehsana,Urban,Male,General,6,Very Low,80.9,9.5,Medium,Low,Yes,Secondary,No,Yes,No,No,2,Primary,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_133,Amreli,Rural,Female,SC,8,Low,91.3,3.61,Medium,High,No,Primary,Yes,Yes,Yes,No,8,Illiterate,No,0,0,0,24,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_032,Vadodara,Urban,Female,General,12,Medium,80.0,10.83,Low,Medium,Yes,Secondary,Yes,No,No,No,3,Illiterate,No,1,1,0,36,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_158,Anand,Urban,Female,General,10,Very Low,59.2,14.02,High,High,Yes,Primary,No,Yes,No,No,3,Graduate,Yes,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_122,Vadodara,Tribal,Female,General,5,Low,58.9,17.02,Low,Low,Yes,Graduate,Yes,Yes,No,No,2,Secondary,Yes,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_118,Dahod,Rural,Male,General,8,Medium,97.2,21.16,Medium,Medium,Yes,Primary,Yes,No,No,No,7,Illiterate,No,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_081,Gandhinagar,Rural,Female,General,3,Very Low,83.7,1.87,Low,Medium,Yes,Illiterate,No,Yes,No,No,4,Secondary,Yes,0,0,0,22,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2025,SCH_154,Vadodara,Tribal,Male,ST,10,Medium,68.1,14.75,High,Low,No,Primary,No,No,Yes,No,5,Illiterate,Yes,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_041,Mehsana,Tribal,Male,OBC,11,Low,73.7,13.85,Medium,Medium,Yes,Primary,No,Yes,No,No,8,Primary,No,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_078,Navsari,Rural,Female,General,8,High,92.2,26.55,Low,Low,Yes,Secondary,Yes,Yes,Yes,No,4,Illiterate,Yes,0,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_110,Gandhinagar,Rural,Female,General,9,Low,80.1,2.72,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,7,Primary,Yes,1,0,0,33,Low,NO,Social Factor,Community Engagement,Low Priority
2024,SCH_009,Rajkot,Rural,Male,SC,4,Medium,89.6,8.38,Medium,High,Yes,Illiterate,No,Yes,No,No,6,Illiterate,No,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_086,Sabarkantha,Tribal,Female,ST,12,Medium,98.6,1.99,Medium,Medium,Yes,Primary,Yes,No,Yes,No,2,Primary,Yes,1,0,0,49,Medium,NO,Social Factor,Community Engagement,Monitor
2024,SCH_138,Ahmedabad,Rural,Female,General,2,Low,98.8,2.98,Medium,Low,No,Primary,Yes,Yes,No,No,2,Primary,Yes,0,0,0,17,Low,NO,Social Factor,Community Engagement,Low Priority
2024,SCH_069,Junagadh,Urban,Female,ST,7,Medium,53.6,15.28,Medium,Medium,Yes,Illiterate,Yes,No,No,No,4,Secondary,No,0,1,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_030,Dahod,Rural,Female,OBC,2,Very Low,66.8,16.88,Medium,High,Yes,Graduate,No,No,No,No,3,Graduate,No,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_100,Morbi,Rural,Male,ST,1,Very Low,56.3,24.63,Medium,Low,Yes,Secondary,Yes,No,Yes,No,4,Primary,No,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_012,Mehsana,Rural,Male,General,1,Very Low,59.4,1.79,Low,High,No,Primary,Yes,Yes,No,No,3,Secondary,No,0,0,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_042,Anand,Tribal,Female,ST,9,Low,47.9,3.96,Medium,Medium,Yes,Primary,Yes,No,Yes,No,7,Primary,No,1,0,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_136,Vadodara,Rural,Female,OBC,12,Medium,42.8,9.6,Medium,High,Yes,Primary,Yes,No,No,No,5,Illiterate,No,1,1,1,50,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_065,Morbi,Urban,Female,SC,4,Medium,89.5,7.53,Medium,Medium,No,Secondary,No,Yes,No,No,2,Primary,No,0,1,0,14,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_105,Bhavnagar,Urban,Male,SC,2,Low,83.9,9.82,High,Medium,Yes,Graduate,Yes,No,Yes,No,2,Primary,No,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_126,Sabarkantha,Rural,Female,SC,4,Medium,67.5,12.01,Medium,High,Yes,Illiterate,Yes,No,No,No,8,Illiterate,No,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_010,Amreli,Rural,Male,OBC,5,High,40.9,14.22,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,No,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_027,Gandhinagar,Urban,Male,General,11,Very Low,54.1,12.1,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Secondary,Yes,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_002,Amreli,Rural,Male,SC,8,High,86.7,16.52,Low,Medium,Yes,Primary,Yes,Yes,Yes,No,7,Illiterate,No,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_030,Ahmedabad,Tribal,Male,OBC,7,High,42.8,26.57,Medium,Low,Yes,Illiterate,Yes,No,No,No,5,Primary,No,0,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_145,Ahmedabad,Rural,Female,General,12,Medium,75.8,25.37,High,Medium,Yes,Primary,Yes,Yes,Yes,No,7,Illiterate,No,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_163,Anand,Urban,Male,OBC,12,Low,86.6,11.67,High,Medium,No,Illiterate,Yes,No,No,No,6,Secondary,Yes,1,1,0,16,Low,NO,Travel Constraint,Provide Transport,Low Priority
